Source;Target;cri_comp;anb_name;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_name;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion
SK00227811;SK36191892;0,3077881;Národný ústav tuberkulózy, pľúcnych chorôb a hru;45215140-0;2;1;SK041;1;Stavebno - technologická rekonštrukcia a modernizácia NÚTPCHaHCH Vyšné Hágy za účelom poskytovania komplexnej zdravotnej starostlivosti;Chemkostav, a.s;slovakia;24-Oct-09;2009;4195560,2;0;open;lowest price
SK36324043;SK31712088;0,3073932;SAD Prievidza, a.s;45223720-9;2;1;SK022;;Výstavba a dodávka technológie plniacej stanice CNG;NEAT a.s;slovakia;16-Oct-09;2009;753228,3;0;open;lowest price
SK35541016;SK36179345;0,3072911;Košický samosprávny kraj;45214220-8;2;0;SK042;0;Obnoviteľné zdroje energie na školách v zriaďovateľskej pôsobnosti KSK;Dalkia Východné Slovensko, s.r.o;slovakia;11-Jul-09;2009;148351,99;1;open;lowest price
SK35541016;SK36179345;0,3072572;Košický samosprávny kraj;45214220-8;2;0;SK042;0;Obnoviteľné zdroje energie na školách v zriaďovateľskej pôsobnosti KSK;Dalkia Východné Slovensko, s.r.o;slovakia;11-Jul-09;2009;147250,51;1;open;lowest price
SK35541016;SK31711561;0,3066395;Košický samosprávny kraj;45214220-8;2;0;SK042;0;Obnoviteľné zdroje energie na školách v zriaďovateľskej pôsobnosti KSK;PLYNMONT - KOMP, s.r.o;slovakia;11-Jul-09;2009;128570,05;1;open;lowest price
SK00317748;SK35683066;0,3065834;Mesto Púchov;45000000-7;2;0;SK022;0;Kultúrne a vzdelávacie centrum v Púchove;Euro-Building, a. s;slovakia;13-Mar-09;2009;3480036;0;open;lowest price
SK00151564;SK17316260;0,3064451;DataCentrum;45300000-0;6;0;SK010;0;Zvýšenie kapacitných možností datasály a eliminácia bezpečnostných rizík rekonštrukciou technologickej infraštruktúry;EMM, spol. s r. o;slovakia;3-Dec-09;2009;2746392,7;1;invitation;price plus quality
SK35919001;SK31333320;0,3064193;Národná diaľničná spoločnosť, a.s;45233310-5;2;0;SK010;0;Dodávka a montáž betónových zvodidiel v strednom deliacom páse na diaľnici D1 v úseku Senec - Trnava;Doprastav, a. s;slovakia;26-Feb-09;2009;3401812,8;0;open;lowest price
SK00311162;SK17623588;0,3063666;Mesto Topoľčany;45300000-0;6;0;SK023;1;Údržba a budovanie verejného osvetlenia, svetelnej signalizácie, elektroinštalácie v objektoch mesta Topoľčany;Marián Ondrejička ELEKTROMONT;slovakia;14-Jan-09;2009;610210,97;0;open;price plus quality
SK35910739;SK35840323;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Marko Gas s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31712851;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;EKO-KONŠTRUKTA PZ, spol. s r. o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36036889;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;VOPOS - TERM, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36425851;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Streicher SK, a.s;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31631487;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Remonta spol. s r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK34118152;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;PKP. systém s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK35911913;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;MONSTAV Nitra, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK34109391;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;KOVAGAZ spol. s r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK30936535;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Stanislav Antala, Gaz - mont;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31579582;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;VISTO, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK00594482;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Plynroz, a. s;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK14276925;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Jozef Plančár - GASMONTA;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36229709;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Termomont Dolná Krupá, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36425851;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Streicher SK, a.s;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36212415;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Konštrukta, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK35840323;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Marko Gas s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31631487;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Remonta spol. s r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK34118152;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;PKP. systém s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31712851;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;EKO-KONŠTRUKTA PZ, spol. s r. o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK34109391;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;KOVAGAZ spol. s r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK36036889;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;VOPOS - TERM, s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK35910739;SK31657095;0,3056913;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY NTL A STL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;MONTRÚR s.r.o;slovakia;30-Oct-09;2009;3019479,7;0;open;lowest price
SK00003328;SK31611788;0,3054646;Slovenská správa ciest;45233121-3;2;0;SK021;1;Cesta I/51-Z Trnava, Nitrianska ulica;SKANSKA BS, a. s;slovakia;12-Feb-09;2009;2928630,6;0;open;lowest price
SK37937898;SK17317282;0,305174;Krajský pozemkový úrad Prešov;45233120-6;2;1;SK041;0;Realizácia spoločných zariadení a opatrení v obvode pozemkových úprav navrhnutých v projekte pozemkových úprav v katastrálnom území Nižné Ružbachy, okres Stará Ľubovňa;STRABAG s.r.o;slovakia;12-Nov-09;2009;2792501,2;0;open;lowest price
SK00691135;SK31651518;0,3048153;Mesto Košice;45233252-0;2;0;SK042;1;Oprava a údržba pozemných komunikácií;EUROVIA - Cesty, a. s;slovakia;21-Jan-09;2009;2644975,8;0;open;lowest price
SK36310743;SK36301311;0,3046904;Mestský bytový podnik Nové Mesto nad Váhom s. r.�;45331100-7;2;0;SK022;1;Výstavba plynovej kotolne, Čachtická ul., Nové Mesto nad Váhom;IZOTECH group, spol. s r. o;slovakia;23-Jun-09;2009;493912,4;0;open;lowest price
SK35910739;SK36261157;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;TIM IS, s.r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK34107126;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Unigass spol. s r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK36229709;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Termomont Dolná Krupá s.r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK35840323;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Marko Gas s.r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK31657095;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Montrúr s.r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK36546941;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;BMS Bojnanský s.r.o;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK30936535;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;Stanislav Antala, Gaz - mont;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35910739;SK36425851;0,3044217;SPP - distribúcia, a.s;45231220-3;2;0;SK0;;MIMORIADNE PROJEKTY, HAVARIJNÉ REKONŠTRUKCIE A OPRAVY VTL PLYNOVODOV SPP - DISTRIBÚCIA, A.S;STREICHER SK a.s;slovakia;13-Oct-09;2009;2474179,3;0;open;lowest price
SK35919001;SK17317282;0,3044212;Národná diaľničná spoločnosť, a.s;45233310-5;2;0;SK010;0;Dodávka a montáž betónových zvodidiel v strednom deliacom páse na diaľnici D1 v úseku Bratislava - Senec;STRABAG, s. r. o;slovakia;3-Mar-09;2009;2478943,5;0;open;lowest price
SK35541016;SK31711561;0,3043279;Košický samosprávny kraj;45214220-8;2;0;SK042;0;Obnoviteľné zdroje energie na školách v zriaďovateľskej pôsobnosti KSK;PLYNMONT - KOMP, s.r.o;slovakia;11-Jul-09;2009;77384,568;1;open;lowest price
SK00397865;SK35683066;0,3042535;Univerzita Komenského v Bratislave - Rektorát;45214000-0;2;0;SK01;1;Rekonštrukcia areálu UK, Mlynské luhy 4, Bratislava;EURO-BUILDING, a. s;slovakia;12-Mar-09;2009;2414601,1;0;open;lowest price
SK36836567;SK36756261;0,3040964;Banskobystrická regionálna správa ciest, a.s;45223210-1;2;0;SK032;0;Cestné oceľové zvodidlá;ASL-Tech, s.r.o;slovakia;20-Oct-09;2009;191261,4;1;open;lowest price
SK00606740;SK31676855;0,3040642;Stredná zdravotnícka škola;45215210-2;2;0;SK042;0;Krompachy - obytný súbor Maurerova, bytové domy A1, A2 - 42 b. j;URANPRES, spol. s r. o;slovakia;27-Feb-09;2009;2351002,3;0;open;lowest price
SK36167517;SK36490733;0,3036233;Integračné zariadenie KOR-GYM, n.o;45000000-7;2;1;SK041;1;Realizácia projektu obnovy zariadenia sociálnych služieb v I. Z. KOR-GYM, n. o., v Hertníku a modernizácia jeho technologického vybavenia;DUOMONT, s. r. o;slovakia;12-Feb-09;2009;2193871,3;0;open;lowest price
SK00329754;SK31665926;0,3034965;Obec Vojkovce;45246000-3;2;1;SK042;0;Úprava potoka Studenec, Vojkovce;IGLASS, s. r. o;slovakia;9-Jul-09;2009;409138,87;0;open;lowest price
SK00691135;SK31651402;0,3033073;Mesto Košice;45233252-0;2;0;SK042;1;Oprava a údržba pozemných komunikácií;Inžinierske stavby, a. s;slovakia;21-Jan-09;2009;2087752,7;0;open;lowest price
SK00329380;SK36170640;0,3032561;Obec Mníšek nad Hnilcom;45214210-5;2;1;SK042;0;Rekonštrukcia Základnej školy Mníšek nad Hnilcom;MIVA plus s. r. o., Košice;slovakia;24-Jul-09;2009;587296,5;1;open;lowest price
SK00306282;SK31413153;0,302796;Obec Veľké Úľany;45211341-1;2;0;SK021;0;Výstavba 16 b. j., Veľké Úľany;Tistav, spol. s r. o;slovakia;20-May-09;2009;754086,52;1;open;lowest price
SK00320439;SK34104402;0,3027028;Mesto Zvolen;45211100-0;2;0;SK03;0;Zvolen-Rákoš - nájomný bytový dom;Novosedlík, spol. s r. o;slovakia;13-Mar-09;2009;1893168,9;0;open;lowest price
SK00323101;SK31722849;0,3025868;Obec Kamenica nad Cirochou;45214100-1;2;1;SK041;0;Modernizácia a prestavba ZŠ, stavebné úpravy ŠJ a stavebné úpravy MŠ v Kamenici nad Cirochou;STAVOMONT SP Snina, spol. s r. o;slovakia;12-Jun-09;2009;507525,01;1;open;lowest price
SK00309672;SK43900542;0,302488;Obec Kúty;45000000-7;2;1;SK021;0;Uzavretie a rekultivácia skládky odpadov - Kúty;STAVEKO-SK, a. s;slovakia;22-May-09;2009;1830450,1;0;open;lowest price
SK35557184;SK36608556;0,3023265;Krajský školský úrad v Košiciach;45214220-8;2;1;SK042;0;Gymnázium Nám. L. Novomeského č. 4, Košice - rekonštrukcia budovy;alcomplet izolácie s.r.o;slovakia;29-Jul-09;2009;679516,51;1;open;lowest price
SK00325571;SK31663834;0,3021084;Obec Palín;45214210-5;2;1;SK042;0;Rekonštrukcia školy a modernizácia školskej infraštruktúry v obci Palín;STAVOTERM Michalovce, s.r.o;slovakia;5-Sep-09;2009;455072,58;1;open;lowest price
SK00318086;SK36302953;0,3019518;Obec Dolné Vestenice;45214210-5;2;1;SK022;0;Rekonštrukcia a prístavba Základnej školy v obci Dolné Vestenice;PRIEMSTAV STAVEBNÁ, a. s;slovakia;8-Jul-09;2009;625835,92;1;open;lowest price
SK00327646;SK17147387;0,3019297;Mesto Prešov;45214200-2;2;1;SK041;0;Rekonštrukcia a modernizácia ZŠ - Šrobárova ul., Prešov;UNISTAV, s. r. o;slovakia;21-Mar-09;2009;1676944,4;0;open;lowest price
SK00305642;SK36261483;0,3018882;Obec Okoč;45214210-5;6;1;SK021;0;Rekonštrukcia budov školského areálu ZŠ Okoč;TRITMENT, s. r. o;slovakia;28-May-09;2009;617776,94;1;open;price plus quality
SK00800210;SK36249378;0,3017331;Obec Malé Dvorníky;45211360-0;2;1;SK021;0;Rozvoj obce Malé Dvorníky;Dunstav DS, s. r. o;slovakia;24-Mar-09;2009;1626008;0;open;lowest price
SK00325490;SK36191621;0,3016657;Mesto Michalovce;45214210-5;2;1;SK042;0;Rekonštrukcia a modernizácia VI. základnej školy na Okružnej ulici v Michalovciach;SABAR s.r.o;slovakia;6-Aug-09;2009;1604077,9;0;open;lowest price
SK00319805;SK31585795;0,3015564;Mesto Detva;45212410-3;2;0;SK032;0;Nájomný bytový dom - 39 b. j., Detva-Dolinky;ASTA, spol. s r. o;slovakia;5-Feb-09;2009;1586331,9;0;open;lowest price
SK35541016;SK31684343;0,3015473;Košický samosprávny kraj;45214310-6;2;1;SK042;0;Kvalitné podmienky školy - vynikajúci odborník - rekonštrukcia a nadstavba budovy SOŠ, Ostrovského 1, Košice;BETPRES, s. r. o;slovakia;1-May-09;2009;1579295,1;0;open;lowest price
SK00326623;SK36168335;0,3013602;Obec Švábovce;45214210-5;2;1;SK041;0;Rekonštrukcia a racionalizácia objektu Základnej školy s Materskou školou vo Švábovciach 180;ARPROG, akciová spoločnosť, Poprad;slovakia;6-May-09;2009;550139,33;1;open;lowest price
SK00309311;SK36673749;0,3013407;Mesto Šurany;45214210-5;2;1;SK023;0;ZŠ, Bernolákova 35, Šurany - zateplenie budov;FORA-STAV, s.r.o;slovakia;14-Oct-09;2009;385234,91;1;open;lowest price
SK00332038;SK31722849;0,3011468;Mesto Veľké Kapušany;45214210-5;2;1;SK042;0;Veľké Kapušany - Základná škola, POH 43, rekonštrukcia existujúcich objektov;STAVOMONT SP Snina, spol. s r. o;slovakia;20-Mar-09;2009;1483121;0;open;lowest price
SK36402630;SK31593313;0,3009884;ŽILPO, s.r.o;45215100-8;2;1;SK031;1;Komplexná rekonštrukcia a modernizácia ambulantného zdravotníckeho zariadenia ŽILPO, s.r.o;RBR, s.r.o;slovakia;23-Sep-09;2009;1440927,4;0;open;lowest price
SK00304913;SK36328375;0,3009725;Mesto Malacky;45215214-0;2;0;SK01;0;HBV Jánošíkova Malacky;HANT BA, a. s;slovakia;7-Jul-09;2009;4560022,4;1;invitation;lowest price
SK37937898;SK17317282;0,3009408;Krajský pozemkový úrad Prešov;45233120-6;2;1;SK041;0;Realizácia spoločných zariadení a opatrení v obvode pozemkových úprav navrhnutých v projekte pozemkových úprav v katastrálnom území Hankovce, okres Bardejov;STRABAG s.r.o;slovakia;11-Nov-09;2009;1437412,2;0;open;lowest price
SK00313319;SK31627943;0,3008983;Mesto Brezno;45214210-5;2;1;SK032;0;Prestavba a nadstavba Základnej školy Pionierska 2 Brezno;PeHaEs, s. r. o;slovakia;13-May-09;2009;1426433,4;0;open;lowest price
SK00314463;SK36390151;0,3008927;Mesto Dolný Kubín;45214210-5;4;1;SK031;0;Nech sa stane škola druhým domovom - zvýšenie kvality podmienok vzdelávania a energetickej hospodárnosti budov;OMOSS, spol. s r. o;slovakia;16-Apr-09;2009;1423730,4;0;open;price plus quality
SK00324060;SK36183792;0,3008304;Obec Čaňa;45214210-5;2;1;SK042;0;Rekonštrukcia a modernizácia ZŠ v Čani;J. P. STAV - spol. s r. o;slovakia;20-Jun-09;2009;1411307,8;0;open;lowest price
SK00313301;SK36028606;0,3006058;Obec Braväcovo;45211350-7;6;1;SK032;1;Rekonštrukcia obecného úradu a kultúrneho domu;PR QUERKUS, s. r. o;slovakia;16-May-09;2009;328470,11;1;open;price plus quality
SK00306282;SK35718625;0,3005821;Obec Veľké Úľany;45214210-5;2;1;SK021;0;Rekonštrukcia Základnej školy, Veľké Úľany;REDING, a. s;slovakia;27-Jun-09;2009;463714,26;1;open;lowest price
SK00603481;SK17317282;0,3004573;Hlavné mesto SR Bratislava;45000000-7;2;0;SK02;0;Oprava a údržba pozemných komunikácií, ciest I. až III. triedy, miestnych komunikácií I. a II. triedy a komunikácií na mostných objektoch na území mesta Bratislavy v správe Magistrátu hlavn;STRABAG, s. r. o;slovakia;23-Apr-09;2009;1329735,8;0;open;lowest price
SK00603481;SK31611788;0,3004573;Hlavné mesto SR Bratislava;45000000-7;2;0;SK02;0;Oprava a údržba pozemných komunikácií, ciest I. až III. triedy, miestnych komunikácií I. a II. triedy a komunikácií na mostných objektoch na území mesta Bratislavy v správe Magistrátu hlavn;SKANSKA BS, a. s;slovakia;23-Apr-09;2009;1329735,8;0;open;lowest price
SK00306525;SK17317282;0,3003934;Mesto Komárno;45233252-0;2;0;SK023;0;Rekonštrukcia a vybudovanie miestnej komunikácie Ul. lesná - Komárno - I. etapa;STRABAG s.r.o;slovakia;18-Aug-09;2009;312555,15;1;open;lowest price
SK00314692;SK36294144;0,3003469;Obec Novoť;45214100-1;2;1;SK031;0;Prestavba a nadstavba ZŠ a MŠ, Novoť;Skupina - Združenie FURMET GROUP, s. r. o., SESTAV, s. ;slovakia;16-Mar-09;2009;1308225,7;0;open;lowest price
SK00312037;SK34115901;0,3002883;Mesto Trenčín;45233141-9;2;0;SK022;0;Miestne komunikácie Trenčín - stavebná údržba;Marius Pedersen, a. s;slovakia;3-Feb-09;2009;1300146,7;0;open;lowest price
SK00316792;SK36836656;0,300266;Mesto Martin;45214210-5;2;1;SK031;0;Rekonštrukcia 3 základných škôl v meste Martin;Profit - Industry Martin, s.r.o;slovakia;30-Jul-09;2009;1290420;0;open;lowest price
SK00315664;SK31651518;0,3002563;Obec Pavčina Lehota;45233120-6;2;1;SK031;1;Rekonštrukcia miestnych komunikácií - Pavčina Lehota;EUROVIA - Cesty, a.s;slovakia;9-Jul-09;2009;431260,42;1;open;lowest price
SK00313971;SK36379905;0,3002314;Mesto Čadca;45214210-5;2;1;SK031;1;Mesto pre deti - modernizácia, rekonštrukcia a vybavenie najväčšej Základnej školy v Čadci;RIASTAV, spol. s r. o;slovakia;26-Mar-09;2009;1284736,7;0;open;lowest price
